club_name,end_of_spell
Doxa Dramas,2006-11-20
AO Kavala,2006-04-10
Avaí FC,2020-02-14
Desportivo Aves,2019-10-21
Sporting CP,2018-09-25
Zamalek,2017-07-27
Moreirense ,2017-03-20
Sporting CP,2016-07-29
Moreirense ,2013-05-19
FC Vaslui,2012-07-04
Leixões,2011-02-13
Naval,2010-05-19
GD Interclube,2009-08-20
Foolad,2008-04-30
Ionikos Nikeas,2007-01-15
Beira-Mar,2006-11-07
Al-Ahli SC,2004-11-08
Belenenses,2004-05-12
Vit. Guimarães,2003-12-08
Sporting CP,2000-12-03
Chaves,1999-04-27
Marítimo,1998-12-21
Felgueiras,1997-02-17
FC Porto,1995-10-15
Rio Ave,1992-06-30
FC Porto U19,1991-06-30
Mvd City Torque,2022-04-29
Junior FC,2020-12-20
Wanderers,2019-09-02
Wanderers,2018-11-26
Wanderers,2015-12-26
Omonia Nikosia,2014-03-11
Omonia Nikosia,2014-01-02
Omonia Nikosia,2014-05-31
Ionikos Nikeas,2006-11-07
Ionikos Nikeas,2005-06-30
Real España,2002-02-06
Olimpia,2000-01-15
Ionikos Nikeas,2003-10-07
Ionikos Nikeas,2002-06-30
Ionikos Nikeas,2000-03-06
Ionikos Nikeas,1997-03-03
Ionikos Nikeas,1993-06-30
Ionikos Nikeas,1991-06-30
Ionikos Nikeas,1989-11-02
Górnik Zabrze,1992-09-04
Ionikos Nikeas,1991-04-16
Vitesse,1985-12-31
MVV,1982-12-06
K Patro Eisden,1980-06-30
Ethn. Piraeus,2022-06-30
GS Ilioupolis,2021-04-12
Panachaiki,2020-02-22
AO Egaleo,2019-10-06
Aittitos Spaton,2019-06-30
Panegialios,2018-06-30
Acharnaikos,2017-11-10
Apollon Smyrnis,2017-06-30
AO Chalkis,2016-01-04
AOT Alimou,2015-04-25
AO Pefkis,2014-06-30
Vyzas Megaron,2014-01-24
Paniliakos,2013-12-15
AS Fokikos,2013-06-30
Ethn. Asteras,2012-11-08
Proodeftiki,2012-06-30
Ethn. Asteras,2012-05-08
Ker. Kerateas,2010-11-16
Panegialios,2010-06-30
GS Ilioupolis,2009-02-05
Ag. Dimitrios,2008-12-09
Vyzas Megaron,2008-10-13
GS Ilioupolis,2008-03-13
Vyzas Megaron,2008-01-17
GS Ilioupolis,2007-10-02
Apollon Smyrnis,2023-06-30
Panionios,2019-05-16
Panionios,2016-01-11
Thrasyvoulos,2011-01-26
Ethn. Asteras,2010-03-28
Ethn. Piraeus,2008-10-08
Ethn. Asteras,2007-11-12
GS Kallithea,2006-10-25
Vyzas Megaron,2006-01-09
Ag. Dimitrios,2005-11-14
AS Rodos,2005-06-30
Ethn. Asteras,2003-11-10
Atromitos,2003-02-03
GS Kallithea,2001-02-25
UR La Louvière,2021-11-11
AFC Tubize,2021-06-30
Walhain,2020-06-30
APS Zakynthos,2016-06-30
APS Zakynthos,2015-11-29
Al-Orooba,2015-06-30
Wydad Fes,2014-03-10
Difaâ El Jadida,2011-03-01
Asteras Tripoli,2009-06-30
Ethn. Asteras,2006-11-08
PASA Irodotos,2022-09-24
AO Ypatou,2019-11-27
Olymp. Gythiou,2017-07-24
GS Kallithea,2017-05-01
Panachaiki,2016-03-02
Thrasyvoulos,2013-03-20
Apollon Smyrnis,2012-03-20
GS Kallithea,2010-10-19
AO Koropi,2008-04-17
Panetolikos,2006-11-27
Ethn. Asteras,2005-06-30
Akratitos,2002-02-04
Ethn. Piraeus,1999-09-28
Panelefsiniakos,1999-06-30
Panelefsiniakos,1998-06-30
Athinaikos,1998-02-26
Ethn. Piraeus,1997-10-22
Doxa Vyronos,1997-06-30
Panargiakos,1996-06-30
GAS Ialysos,1995-10-09
APO Levadiakos,1995-02-27
Athinaikos,1994-01-24
Ethn. Asteras,2005-01-31
APO Levadiakos,2003-11-03
Panachaiki,2002-12-10
GS Marko,2002-06-30
Panelefsiniakos,2001-11-12
Atromitos,2001-01-30
Atrom. Piraeus,2024-06-30
Anag. Artas,2021-09-05
AO Chania,2015-01-07
Ag. Dimitrios,2008-04-15
Vyzas Megaron,2005-08-24
Ag. Dimitrios,2005-06-30
Ethn. Asteras,2004-10-28
Ag. Dimitrios,2004-03-15
Eolikos,2019-11-20
Ermis Aradippou,2018-05-31
Triglia Rafinas,2014-10-20
Apollon Smyrnis,2012-06-30
Apollon Smyrnis,2007-06-30
Ethn. Asteras,2004-03-15
Ethn. Piraeus,2017-12-18
PAS Korinthos,2014-06-30
Vyzas Megaron,2014-01-09
Fostiras,2013-06-30
Vyzas Megaron,2013-02-12
AO Chalkis,2012-06-30
GS Ilioupolis,2011-05-09
PAS Giannina,2010-01-13
GS Ilioupolis,2009-06-30
PAS Korinthos,2008-05-08
Acharnaikos,2006-03-20
Ilysiakos,2005-12-06
Ethn. Asteras,2004-01-12
Fostiras,2003-10-20
Vyzas Megaron,2002-12-16
AS Leonidiou,2000-03-02
Asteras Zografou,2020-01-21
Asteras Varis,2015-12-01
Fostiras,2015-06-30
Eolikos,2015-01-31
Vyzas Megaron,2014-02-18
GS Kallithea,2013-06-30
GS Kallithea,2011-12-27
AO Kavala,2010-01-31
AO Kavala,2009-11-15
GS Kallithea,2007-10-10
AO Kavala,2006-10-07
Akratitos,2006-06-30
Akratitos,2006-04-17
GS Kallithea,2005-10-27
GS Kallithea,2005-06-30
Ag. Dimitrios,2003-11-10
AO Kerkyra,2003-06-30
Ethn. Asteras,2003-02-24
Ethn. Asteras,2002-06-30
Panachaiki,2002-02-04
Ethn. Asteras,2001-06-07
GS Kallithea,1998-03-02
AGS Kastoria ,1996-05-08
PAS Korinthos,1995-05-02
PAS Korinthos,1992-12-24
Paniliakos,2022-06-30
PAO Vardas,2015-02-16
Olymp. Savalion,2013-11-25
Oly. Lampetiou,2012-08-09
Paniliakos,2022-12-14
Ast. Vlachioti,2020-06-30
Proodeftiki,2018-10-08
Ast. Vlachioti,2018-03-20
Ast. Vlachioti,2017-10-26
AO Chania,2017-06-30
AO Chania,2016-12-27
OFI Crete FC,2015-09-30
Proodeftiki,2014-01-29
AO Chania,2013-06-30
AO Glyfadas,2012-10-28
Panachaiki,2011-12-27
Fostiras,2010-06-30
Thermaikos,2024-06-30
Paniliakos,2022-11-21
GS Kallithea,2021-04-01
Panargiakos,2019-06-30
Niki Volou,2018-11-26
Paniliakos,2018-06-30
Agrotikos,2015-03-20
Olymp. Volou,2015-01-06
Ira. Psachnon,2014-11-02
AS Fokikos,2014-06-30
Panachaiki,2013-03-04
Agrotikos,2012-06-30
FS Kozani,2024-06-30
Diagoras,2023-06-30
OF Ierapetras,2023-03-28
Panserraikos,2022-04-14
Panserraikos,2020-09-07
Paniliakos,2019-06-30
Doxa Dramas,2018-01-18
AO Kavala,2017-06-10
AOK Kerkyra,2015-11-24
Eginiakos,2015-06-30
AO Trikala,2015-03-16
Tyrnavos 2005,2014-11-10
Panachaiki,2013-04-03
Tilykratis,2013-02-20
PASA Irodotos,2023-03-31
Ast. Vlachioti,2022-05-03
PASA Irodotos,2022-03-10
AE Larisa,2021-12-23
Aspropyrgos,2021-10-14
Aspropyrgos,2020-12-05
AE Larisa,2018-02-20
AE Larisa,2017-10-02
GAS Ialysos,2016-11-07
Panachaiki,2016-06-30
Ira. Psachnon,2015-03-25
Paniliakos,2015-01-01
Panachaiki,2014-06-30
Panachaiki,2013-05-26
Vyzas Megaron,2013-04-02
Panachaiki,2012-11-18
Panachaiki,2012-01-11
Vyzas Megaron,2011-11-10
Panachaiki,2011-06-30
Aias Salaminas,2010-10-13
GS Ilioupolis,2008-06-30
Aias Salaminas,2008-03-05
Paniliakos,2014-10-27
Sora,2021-10-11
Favara,2021-06-30
Paniliakos,2014-10-21
Rivasamba,2014-03-10
Entella U17,2011-06-30
Paniliakos,2013-12-30
Paniliakos,2014-06-30
Paniliakos,2013-04-08
Paniliakos,2013-07-22
Paniliakos,2013-01-29
Paniliakos,2012-06-30
AO Kerkyra,2008-06-30
Paniliakos,2007-03-01
Unknown,2006-03-07
Paniliakos,2005-02-02
AE Larisa,2022-07-18
AS Rodos,2022-02-22
EN Paralimniou,2021-05-31
APO Levadiakos,2021-02-24
PAS Lamia,2019-10-21
AE Larisa,2018-09-22
AO Trikala,2018-01-31
AE Sparti,2017-05-12
Panargiakos,2015-06-30
Dotieas Agias,2015-02-16
Paniliakos,2013-06-30
Panachaiki,2013-03-18
PAS Korinthos,2013-03-04
Paniliakos,2012-08-10
AEL Kalloni,2011-03-22
Eordaikos 2007,2011-01-20
AE Kifisias,2016-10-31
Paniliakos,2013-01-20
Dilinata,2023-06-30
PAS Korinthos,2012-01-12
Paniliakos,2011-06-30
Tilykratis,2010-10-27
Paniliakos,2010-06-30
Al-Qadsiah FC,2022-05-31
Al-Shorta SC,2021-08-10
Al-Shorta SC,2020-05-30
Al-Raed,2018-06-30
Al-Raed,2016-06-30
Radnicki Nis,2013-02-23
Al-Ahli,2011-06-30
Al-Ahli,2011-02-25
Paniliakos,2007-06-30
Paniliakos,2006-03-09
Panegialios,2008-03-24
Acharnaikos,2006-05-11
Paniliakos,2006-03-02
Nafpaktiakos,2022-12-23
Panetolikos,2017-01-19
Panetolikos,2015-10-07
Panetolikos U20,2016-06-30
Panetolikos,2012-06-30
Panetolikos,2020-06-30
Panetolikos,2011-01-09
Paniliakos,2005-11-29
Anag. Artas,2005-02-24
Nafpaktiakos,2002-01-03
Panetolikos,2000-11-12
Paniliakos,2005-06-30
Paniliakos,2001-04-14
Paniliakos,2000-03-16
Paniliakos,1997-11-19
USM Alger,2022-04-18
Young Africans,2020-10-04
Polokwane City ,2019-11-08
APR FC,2019-07-17
Royal Eagles ,2018-11-09
Jwaneng,2018-07-23
ZESCO United FC,2017-10-13
OFK Beograd,2014-06-30
OFK Beograd,2013-12-23
Kairat Almaty,2002-12-31
Paniliakos,2001-02-08
FK Obilic,2000-12-20
FK Sloga,1998-06-30
AE Larisa,2022-06-30
Larisa 2012,2018-01-09
Larisa 2012,2016-12-24
AE Larisa,2015-04-14
Ap. Larisas,2014-06-30
AS Pyrgetos,2013-12-25
Ap. Larisas,2010-05-31
Anag. Artas,2008-06-30
AO Trikala,2007-04-27
Anag. Karditsas,2006-10-10
Pierikos,2006-04-19
Akritas Chlor.,2004-12-12
Panachaiki,2004-09-30
PAS Patraikos,2004-06-30
Panserraikos,2004-02-02
Apollon Smyrnis,2003-06-30
Fostiras,2003-01-14
Kilkisiakos,2002-12-19
AE Larisa,2000-11-26
GAS Ialysos,1999-09-27
AE Larisa,1999-04-26
GAS Ialysos,1998-12-21
PAS Preveza,1998-10-29
Tyrnavos 2005,1997-06-30
Paniliakos,1996-03-27
Evagoras Pafos,1987-06-30
Panachaiki,2024-06-30
APO Keratsini,2023-06-30
Agia Paraskevi,2023-02-28
Ethn. Piraeus,2021-06-30
AO Ypatou,2020-05-27
Agios Ierotheos,2019-03-26
Aittitos Spaton,2018-08-06
Panachaiki,2023-06-30
D.Vrachneikon,2023-04-19
Nafpaktiakos,2018-12-17
D.Vrachneikon,2018-06-30
Davourlis K. 92,2017-12-19
AE Achaiki,2014-06-30
Unknown,2014-04-01
Nafpaktiakos,2010-12-02
Panachaiki,2023-05-22
Panachaiki,2023-04-12
Aris Patron,2021-06-30
Ethnikos,2024-05-31
Macva,2022-05-31
Panachaiki,2021-11-30
FK Zemun,2021-08-01
IMT Belgrad,2021-02-10
FK Brodarac,2020-10-19
Thyella Patron,2021-11-24
Panachaiki,2021-06-30
Atrom. Patron,2020-07-18
Panachaiki,2019-06-11
Panachaiki,2019-03-25
Panegialios,2019-02-19
Omiros Neochor.,2018-11-26
D.Vrachneikon,2016-03-08
Thyella Patron,2015-06-30
D.Vrachneikon,2014-06-30
AE Achaiki,2014-03-31
Doxa Manoladas,2013-11-16
PAO Vardas,2012-06-30
Tritaiikos,2011-12-01
Tritaiikos,2011-06-30
D.Vrachneikon,2008-06-19
PAO Vardas,2022-06-30
Panachaiki,2021-03-18
Panachaiki U19,2021-06-30
Panegialios,2018-12-17
Panegialios U19,2018-06-30
Panegialios,2016-06-30
Panachaiki,2022-08-28
Ker.Ag.Vasiliou,2021-11-30
Panachaiki,2020-02-11
Panachaiki,2020-06-30
Panmovriakos,2022-08-20
Panachaiki,2020-02-09
PAO Vardas,2019-12-08
Panmovriakos,2019-04-01
Omonia 29 Maiou,2023-01-24
Ethnikos,2022-05-31
Ethnikos,2020-12-08
Panachaiki,2020-01-29
Othellos Athien,2019-12-23
Anagen.Derynias,2019-03-21
EN Paralimniou,2017-10-24
Pafos FC,2016-05-31
Ermis Aradippou,2015-10-22
Ethnikos,2015-03-24
Nevesinje,2024-06-30
Pozarevac,2023-06-30
Novi Pazar,2023-01-31
FK Decic Tuzi,2022-10-15
OFK Petrovac,2022-02-25
FC Luftëtari,2020-11-12
B. Podgorica,2020-07-30
Panachaiki,2019-10-25
Panachaiki,2019-09-30
Metalac,2019-06-15
FK Partizani,2018-09-01
FK Kukësi,2017-11-30
FC Luftëtari,2017-06-30
SH JuJuSports,2016-06-30
Radnik,2016-03-01
B. Podgorica,2020-12-03
OFK Grbalj,2019-06-30
Rad,2019-04-16
Najran SC,2018-09-28
Backa,2018-04-23
Utenis,2017-04-25
Landskrona,2015-10-15
Brage,2013-12-31
OFK Grbalj,2010-10-21
Bodens BK,2009-06-30
Akropolis IF,2007-12-05
Assyriska FF,2007-06-30
AO Kavala,2024-06-30
AO Egaleo,2023-06-12
Olymp. Volou,2022-06-30
AO Trikala,2022-02-22
AE Karaiskakis,2022-02-02
AO Trikala,2021-11-08
OF Ierapetras,2021-06-21
OF Ierapetras,2020-06-30
An. Giannitson,2019-12-01
AS Giannitsa,2019-06-30
AO Chalkis,2018-09-17
AS Rodos,2018-06-30
Olymp. Volou,2017-03-13
AO Chalkis,2016-10-05
Panelefsiniakos,2015-08-18
Ira. Psachnon,2015-06-30
AO Chania,2015-03-06
Panargiakos,2015-02-16
PAS Lamia,2014-06-18
AO Trikala 1963,2014-02-13
Panachaiki,2013-10-14
AE Larisa,2013-06-30
AEL Kalloni,2012-12-09
AO Kerkyra,2012-06-30
Platanias,2012-03-20
AE Larisa,2011-10-19
Platanias,2011-06-30
PAE Veria,2010-04-17
Aetos Skydras,2009-12-18
Panachaiki,2013-03-24
Panachaiki,2012-01-15
APS Patrai,2023-02-13
D.Vrachneikon,2022-12-09
AO Zevgolatiou,2016-11-18
AE Achaiki,2015-04-15
Asteras Tripoli,2015-01-04
PAO Vardas,2014-03-31
Panachaiki,2012-11-22
PAO Vardas,2007-06-30
PAS Patraikos,2004-02-22
Ethn. Piraeus,2001-11-05
AO Kerkyra,2013-04-29
GS Kallithea,2013-02-07
Panachaiki,2012-10-08
APO Levadiakos,2011-08-20
AE Larisa,2010-11-29
AO Kavala,2009-11-14
Panserraikos,2008-12-09
PAS Giannina,2007-06-30
Asteras Tripoli,2006-12-12
AO Chaidariou,2006-01-25
PAS Korinthos,2023-06-30
PAS Korinthos,2023-05-08
Panargiakos,2022-12-18
Aittitos Spaton,2022-06-30
Panarkadikos,2021-11-29
AO Ypatou,2021-06-30
AE Sparti,2017-12-03
Proodeftiki,2017-07-19
Doxa Dramas,2017-04-10
Olymp. Volou,2016-11-23
Panegialios,2015-10-25
AE Larisa,2015-03-07
Niki Volou,2015-01-04
AE Larisa,2014-06-30
Niki Volou,2013-12-06
Doxa Dramas,2013-06-30
Vyzas Megaron,2012-10-14
Ast. Magoulas,2012-03-21
Panegialios,2011-03-21
AS Rodos,2010-03-04
PAS Korinthos,2009-10-26
Panachaiki,2009-05-08
Asteras Tripoli,2008-05-13
Asteras Tripoli,2007-01-04
Panachaiki,2008-03-11
Panachaiki,2006-06-30
Panachaiki,2005-10-31
Panachaiki,1985-12-09
Panachaiki,1985-02-04
Apol. Pargas,2023-06-30
Panagriniakos,2022-12-21
Panetolikos U19,2020-02-26
AE Mesolongiou,2013-12-09
Panetolikos,2008-06-30
Panachaiki,2008-02-25
PAS Lamia,2006-06-30
PAS Giannina,2005-10-27
Panetolikos,2005-06-30
FK Apolonia,2023-06-30
FK Bylis ,2021-06-30
Temnic Varvarin,2017-08-30
Slavija S.,2016-03-22
Sloga Kraljevo,2016-01-01
Sloga Kraljevo,2014-04-06
Niki Volou,2011-06-30
Niki Volou,2009-06-30
Panachaiki,2006-12-27
PAS Lamia,2009-06-30
Niki Volou,2009-02-05
Panachaiki,2005-10-21
SPA,2015-11-30
Terengganu FC,2009-11-12
Panachaiki,2005-09-13
Selangor FC,2004-12-31
Sabah,1999-12-31
Selangor FC,1996-12-31
Selangor FC,1991-12-31
D.Vrachneikon,2021-11-22
D.Vrachneikon,2017-12-18
Panachaiki,2004-10-04
Atrom. Achaias,2014-02-10
AE Achaiki,2006-06-30
AE Achaiki,2005-01-20
Panachaiki,2003-11-03
Panachaiki,2003-02-25
Panachaiki,2003-09-28
Nafpaktiakos,2002-11-04
FK Lovcen,2014-12-31
KF Vllaznia,2010-10-24
Panachaiki,1999-12-30
Panachaiki,2019-09-22
PAS Patraikos,2001-10-31
Panachaiki,1999-06-30
Panachaiki,1994-06-30
Pogon Szczecin,1996-06-30
Panachaiki,1985-11-11
Panachaiki,1983-06-30
Panachaiki,1969-11-04
Olympiakos N.,1968-06-30
Apollon Athens,1967-12-11
Apollon Athens,1963-06-30
Apol. Kalamarias,1962-11-05
Doxa Dramas,1960-06-30
AO Kavala,2023-06-30
AO Kavala,2022-03-28
AO Kavala,2022-06-30
Unknown,2020-06-30
Vyron Kavalas,2020-06-04
Iraklis Kavalas,2016-06-30
AO Chaniotis,2024-06-30
Iraklis Larisas,2022-12-20
AO Kavala,2022-07-12
Roch. Super 9,2022-04-06
Panserraikos,2017-06-20
Eth. Agioneriou,2016-06-30
AO Kavala,2022-04-06
AO Kavala,2021-12-31
AO Kavala U19,2021-11-15
Unknown,2021-05-25
Unknown,2018-11-19
PAE Veria,2016-01-26
PAE Veria,2016-06-30
Vyzantio,2014-12-02
Orfeas Elefth.,2013-10-30
AO Kavala,2012-06-30
AO Kavala U19,2011-08-23
AO Kavala,2010-06-30
AE Pierion 2004,2009-06-30
Vrasidas Peram.,2008-06-30
AO Episkopi,2022-11-20
FS Kozani,2022-08-26
AO Kavala,2021-09-02
Pierikos,2021-04-05
GAS Ialysos,2019-10-02
AE Karaiskakis,2018-10-28
Olymp. Volou,2017-06-30
AO Chania,2017-02-23
Nestos,2016-06-30
AE Karaiskakis,2015-11-05
Vataniakos,2014-06-30
Eginiakos,2012-11-26
Chania,2024-06-30
AE Larisa,2023-03-14
APO Levadiakos,2022-09-22
Ergotelis,2021-06-30
AO Kavala,2016-10-04
Eolikos,2016-02-16
Ergotelis,2015-07-25
Ergotelis,2015-02-12
Ergotelis,2015-01-05
Ergotelis,2014-12-16
AS Rouvas,2012-06-30
AO Giouchtas,2011-01-20
PO Atsaleniou,2009-12-07
APO Levadiakos,2022-06-30
Ergotelis,2021-06-18
AO Kavala,2020-06-19
AO Kavala,2018-07-13
AO Kavala,2016-11-25
AO Kavala,2015-12-15
AO Kavala,2014-06-30
AO Trikala,1998-10-08
AO Kavala,2013-12-03
Doxa Gratinis,2006-12-06
AO Kavala,2005-10-03
AO Kavala,2004-06-30
AO Kavala,2004-01-22
AO Kavala,2003-01-28
Rah Ahan,2016-05-30
Rah Ahan,2016-02-22
Aris Saloniki,2015-01-06
An. Giannitson,2014-01-13
Vyzas Megaron,2013-12-01
AO Kavala,2013-08-29
Vyzas Megaron,2013-08-04
AE Pafos ,2012-11-05
Hertha BSC,2001-08-29
TSG Backnang,1998-06-05
SC Geislingen,1996-05-30
E. Esslingen,1993-12-20
Nestos,2023-01-03
Doxa Dramas,2021-06-30
Doxa Dramas,2020-06-30
Doxa Dramas,2018-06-30
GAS Ialysos,2017-12-04
Panthrakikos,2017-01-28
Doxa Dramas,2016-10-24
Panserraikos,2015-10-25
Doxa Dramas,2014-02-04
AO Kavala,2012-12-03
Panthrakikos,2010-10-25
Doxa Dramas,2010-03-18
Panthrakikos,2008-06-30
Doxa Dramas,2006-12-19
Panthrakikos,2006-05-31
Doxa Dramas,2004-02-23
HN Jianye,2018-04-23
Slaven Belupo,2014-10-30
HNK Rijeka,2013-02-24
AO Kavala,2011-08-24
HNK Rijeka,2011-06-16
NK Istra,2009-11-02
Slaven Belupo,2007-05-20
HNK Rijeka,2005-12-31
NK Istra,2004-06-30
KS FC,2019-07-31
Vojvodina,2018-11-25
TJ Teda,2016-08-01
CC Yatai,2014-11-30
JS Sainty,2013-11-07
AO Kavala,2010-11-16
Loko Sofia,2010-06-30
Omonia Nikosia,2007-11-26
Wisla Kraków,2006-12-14
Legia Warszawa,2003-06-12
Vojvodina,2000-06-30
B. Podgorica,1999-06-30
FK Obilic,1998-09-01
Čukarički,1997-06-30
Bečej OldGold,1996-06-19
AO Kavala,2017-03-03
Iraklis,2014-06-30
Veria NPS,2023-03-20
PAS Florina,2009-06-30
PAE Veria,2008-03-23
PAE Veria,2008-03-13
Eordaikos 2007,2007-11-22
AO Kavala,2007-01-18
AO Trikala,2006-09-09
AO Trikala,2006-03-02
Doxa Dramas,2005-10-06
PAE Veria,2004-12-20
PAE Veria,2003-10-24
PAE Veria,2000-06-30
Pavlos Melas,2005-06-30
AO Kavala,2004-04-01
AS Kassandra,2003-03-09
AO Kavala,2003-08-18
AO Kavala,2002-09-28
AO Kavala,2002-02-25
Panserraikos,2000-12-17
AO Trikala,2007-06-30
AO Trikala,2006-05-02
Anag. Artas,2005-04-25
AO Trikala,2001-11-05
AO Kavala,2000-11-05
AO Trikala,1999-09-28
Doxa Dramas,1998-05-26
Doxa Dramas,1994-10-03
Widzew Lodz,1999-08-29
AO Kavala,1997-09-16
Stal Mielec,1997-06-06
Amica Wronki,1996-05-01
Olimpia Poznan,1995-04-05
Stal Mielec,1993-06-30
Stal Mielec,1992-04-23
Toronto,1990-12-31
AO Kavala,1995-02-13
AO Kavala,1994-11-10
Atromitos,1981-01-22
AO Kavala,1979-06-30
PAO U20,1977-06-30
Fostiras,1974-06-30
Fostiras,1974-01-28
AO Egaleo,1972-02-16
PAS Giannina,1970-06-30
Apollon Athens,1969-04-03
AO Egaleo,1968-06-30
AO Trikala,1967-06-30
AE Larisa,1965-06-30
Pierikos,1964-06-30
FK Backa,1960-06-30
Zeljeznicar,1950-06-30
Proodeftiki,2023-06-30
Diagoras,2023-02-21
Asteras Iteas,2019-06-30
Fostiras,2018-06-30
AS Rodos,2017-12-04
Proodeftiki,2017-04-13
Proodeftiki U19,2016-10-03
Proodeftiki,2023-05-30
AEK Athens,2019-12-07
AEK Athens U17,2019-06-30
AEK Athen U20,2018-06-30
PAO Kamaterou,2017-05-31
Anorthosis,2014-06-30
AEK Athens,2012-06-25
Proodeftiki,2023-03-13
Ethn. Piraeus,2022-12-07
Olympiakos U20,2019-06-30
Olympiacos,2010-06-30
Fostiras,2024-06-30
Panelefsiniakos,2023-03-13
Proodeftiki,2022-12-04
Fostiras,2022-05-19
AE Karaiskakis,2021-08-03
Ap. Larisas,2021-02-04
PO Triglias,2020-02-11
OF Ierapetras,2019-12-01
Anag. Karditsas,2017-06-30
Dotieas Agias,2016-06-30
Kissavos,2016-01-07
Ap. Larisas,2015-10-19
Ap. Larisas,2014-11-19
AO Karditsa,2014-01-09
AE Larisa,2013-04-11
AO Karditsa,2012-06-30
Anag. Karditsas,2011-06-30
PAE Veria,2010-11-23
AO Trikala,2009-03-17
Anag. Karditsas,2008-12-18
Proodeftiki,2021-06-30
Proodeftiki,2014-01-28
Proodeftiki,2013-09-20
Proodeftiki,2012-12-12
Proodeftiki,2019-09-16
Aspropyrgos,2018-06-30
Atrom. Piraeus,2016-01-14
Vyzas Megaron,2015-11-04
Vyzas Megaron,2014-11-05
AO Glyfadas,2014-06-30
Mandraikos,2013-11-11
Aspropyrgos,2010-11-22
Aspropyrgos,2009-12-17
Vyzas Megaron,2023-06-30
Apollon Smyrnis,2022-01-21
Aias Salaminas,2021-11-25
Ag. Anargyroi,2020-10-27
Ermis Korydal.,2019-10-01
Proodeftiki,2018-10-24
Aet. Korydallou,2018-06-30
Acharnaikos U19,2017-06-30
Ag. Anargyroi,2016-07-13
AOT Alimou,2015-11-10
AOT Alimou,2015-06-30
Ag. Anargyroi,2013-12-24
Aris Amfialis,2012-08-22
Ast. Kesarianis,2022-11-19
AS Ano Meras,2021-06-30
Aspropyrgos,2018-01-16
AE Mylopotamou,2017-09-13
Proodeftiki,2017-06-30
AO Episkopi,2016-03-31
AO Glyfadas,2015-11-23
AE Larisa,2012-01-17
Atromitos,2005-06-30
Peramaikos,2024-06-30
APO Keratsini,2023-03-12
Ag. Dimitrios,2020-12-31
Acharnaikos,2019-09-15
Acharnaikos,2019-02-05
Diag.Ag.Parask,2018-06-30
Triglia Rafinas,2018-02-21
Proodeftiki,2016-10-03
Asteras Varis,2016-06-15
Asteras Varis,2015-04-06
Doxa Vyronos,2014-02-13
Panelefsiniakos,2014-01-06
Acharnaikos,2013-04-29
Saronikos,2010-06-30
Ilysiakos,2007-06-30
Ilysiakos,2005-12-12
Ilysiakos,2005-06-30
Athinaikos,2002-11-04
AO Karavas,2022-04-14
GS Marko,2021-06-09
AE Moschatou,2020-10-26
Ast. Vlachioti,2019-06-04
Ast. Vlachioti,2019-02-18
Mandraikos,2018-12-19
APO Keratsini,2018-06-03
PAO Rouf,2016-10-19
Proodeftiki,2016-06-20
Ik. Kallitheas,2014-12-03
Proodeftiki,2014-06-30
Proodeftiki,2013-11-12
Proodeftiki,2013-01-29
Proodeftiki,2013-01-08
Proodeftiki,2012-02-19
Verbania,2023-06-30
AC Vallemaggia,2020-06-30
Spartaks,2019-06-30
Pro Patria,2015-10-04
Solbiatese 1911,2015-06-30
Verbania,2013-12-15
Inveruno,2012-06-30
Solbiasommese ,2010-06-30
Borgosesia,2007-06-30
Valdossola,2005-06-30
Crusinallo Omegn,2002-06-30
Mandraikos,2014-02-10
Proodeftiki,2013-01-12
Ast. Magoulas,2012-02-28
Vyzas Megaron,2005-11-20
Vyzas Megaron,2005-06-30
AO Egaleo,2014-06-30
Proodeftiki,2012-04-30
AO Egaleo,2009-06-30
APO Keratsini,1999-09-23
AO Egaleo,1999-06-30
Vyzas Megaron,2016-01-27
Vyzas Megaron,2015-06-30
Peramaikos,2014-02-03
Olymp. Lavriou,2013-10-01
Proodeftiki,2012-04-03
PAS Korinthos,2010-03-26
AO Koropi,2009-01-07
GS Ilioupolis,2008-01-17
Vyzas Megaron,2007-04-16
OF Ierapetras,2006-11-28
Apollon Smyrnis,2006-11-13
AE Achaiki,2005-11-28
Vyzas Megaron,2005-01-20
Vyzas Megaron,2004-06-30
Acharnaikos,2000-12-04
GS Ilioupolis,2021-06-30
Aris Voulas,2021-04-14
Athinaikos,2017-01-18
Th.Ag.Dimitriou,2015-11-03
AO Nea Ionia,2012-11-12
AO Chalkis,2011-11-28
Proodeftiki,2011-06-30
PAO Rouf,2010-12-20
Athinaikos,2010-06-30
GS Ilioupolis,2006-10-30
Panetolikos,2008-04-17
AO Koropi,2007-10-08
Proodeftiki,2005-06-30
Ethn. Piraeus,1999-08-23
Proodeftiki,1998-10-26
Proodeftiki,1997-12-04
EA Rethymniakou,1997-06-30
PAS Patraikos,2001-10-23
PAS Giannina,2001-01-29
Athinaikos,2000-09-27
Apollon Athens,1999-12-07
GS Kallithea,1999-06-30
Proodeftiki,1997-12-01
APO Levadiakos,1995-10-24
AE Larisa,2018-06-30
AEP Verias,2018-04-11
PAE Veria,2015-06-30
PAE Veria,2013-11-16
PAE Veria,2013-10-07
PAE Veria,2013-09-02
PAE Veria U20,2015-06-30
AEP Verias,2012-06-30
Eordaikos 2007,2010-04-17
FAS Naousa,2010-03-24
PAE Veria,2009-10-13
Eordaikos 2007,2009-06-30
