club_name,end_of_spell
Eintracht Trier,2023-03-08
Eint. Trier U19,2023-06-30
SG Ruwertal,2020-06-30
Eintracht Trier,2023-03-06
Nürnberg U17,2023-06-30
K'lautern U17,2021-06-30
Eintracht Trier,2018-10-01
Eint. Trier U19,2017-06-30
Eintracht Trier,2017-06-30
B. Neunkirchen,2015-06-30
SVN Zweibrücken,2014-06-30
Leiwen-Köwerich,2020-06-30
Eintracht Trier,2018-06-30
Eintracht Trier,2016-10-03
Eintracht Trier,2014-06-30
Eint. Trier U17,2014-01-07
Eintracht Trier,2017-04-11
SV Mehring,2010-06-30
SG Osburg/T./L.,2007-06-30
Eint. Trier U17,2005-06-30
SV Sandhausen,2023-06-30
W. Mannheim II,2021-12-31
SF Lotte,2017-07-27
Bayern Munich,2015-07-31
Jahn Regensburg,2012-11-04
E. Frankfurt II,2012-06-30
E. Frankfurt II,2010-01-31
Frankfurt U19,2009-06-30
Frankfurt Yth.,2007-12-13
1.FC Bess.,2023-06-30
B. Neunkirchen,2022-09-25
TSC Zweibrücken,2022-06-30
Ballweiler-We.,2021-06-30
FSV Salmrohr,2017-10-27
SC Hauenstein,2017-06-30
Eintracht Trier,2016-09-21
TuS Hohenecken,2007-03-11
SG Rieschweiler,2006-10-31
Perl-Besch,2004-12-31
SV Weingarten,2004-08-05
SV Holz,2002-11-19
Wormatia Worms,2002-06-30
FC 08 Homburg,2001-09-16
FC Homburg II,1997-12-21
SV Rohrbach,1996-06-30
SV Holz,1994-06-30
Hallescher FC,2023-02-12
SV Elversberg,2022-06-30
Elversberg U19,2021-06-30
K'lautern U17,2018-03-28
FC 08 Homburg,2017-04-14
Eintracht Trier,2014-05-15
SV Elversberg,2013-08-24
SV Elversberg,2011-09-26
Elversberg II,2011-09-26
FC 08 Homburg,2010-06-30
Saarbrücken U17,2008-06-30
Saarbrücken U19,2008-06-30
Neunkirchen U17,2004-06-30
B. N'kirchen II,2004-06-30
Eintracht Trier,2010-04-15
Eintr. Trier II,2010-06-30
Regensburg Yth.,2007-06-30
Regensburg U17,2007-06-30
Jahn Regensburg,2008-02-29
Regensburg II,2008-02-29
E. Trier Yth.,2022-06-30
Eintracht Trier,2010-03-25
Eintracht Trier,2008-09-08
Eintracht Trier,2008-08-30
Biwer,2007-06-30
SV Röchling,2013-11-30
TuS Beaumarais,2012-06-30
SV Mettlach,2011-06-30
B. Neunkirchen,2007-04-01
SV Röchling,2006-06-30
B. Neunkirchen,1999-06-30
Eintracht Trier,2008-10-08
Eintracht Trier,2007-06-30
SV Dörbach,2006-09-12
FC 08 Homburg,1998-12-21
FSV Salmrohr,1998-05-09
SV Prüm,1997-03-09
Leiwen-Köwerich,2019-04-08
CS Grevenmacher,2018-06-30
Eintr. Trier II,2014-04-07
Eint. Trier U19,2012-06-30
FC Bitburg,2011-06-30
FSV Salmrohr,2008-01-31
Eintracht Trier,2007-04-03
CS Grevenmacher,2004-11-12
CS Grevenmacher,2003-10-27
CS Grevenmacher,2001-06-30
FSV Salmrohr,2000-03-02
Eintracht Trier,2007-03-03
Leiwen-Köwerich,2016-09-28
Leiwen-Köwerich,2012-12-31
Mariahof,2010-12-31
Eintracht Trier,2006-09-18
Eintracht Trier,2007-03-01
Eintr. Trier II,2006-06-30
DFB-Stützpunkt,2016-08-09
DFB-Jugend,2008-06-30
Eintracht Trier,2005-10-24
Eint. Trier U19,2005-06-30
Eintracht Trier,2022-09-30
Eintracht Trier,2004-06-30
Eintracht Trier,1996-11-24
FSV Salmrohr,1996-06-30
B. Neunkirchen,1991-09-15
Eintracht Trier,1987-06-30
Idar-Oberstein,2000-10-30
Eintracht Trier,1996-06-30
B. Neunkirchen,1995-08-21
SC Birkenfeld,1990-06-30
Eintracht Trier,1988-06-30
SC Birkenfeld,1987-06-30
Eintracht Trier,1991-10-22
Eintracht Trier,1991-05-08
SF Köllerbach,2008-09-09
B. Neunkirchen,2002-12-13
Schiffweiler,1997-06-30
Eintracht Trier,1990-12-31
Eintracht Trier,1990-11-14
Eintracht Trier,1990-06-30
Eintracht Trier,1989-06-30
Spora Luxemburg,1968-06-30
Eintracht Trier,1966-06-30
Wiener AC,1962-03-11
Sturm Graz,1954-12-31
Eintracht Trier,1962-06-30
HFV,1978-06-30
Hessen Kassel,1955-06-30
Eintracht Trier,1951-06-30
FC Lübbecke,1949-06-30
HSC Hannover,1947-06-30
FC Deisenhofen,2022-06-30
AKA Salzb. U18,2024-06-30
W. Burghausen,2022-06-30
TSV Wasserburg,2019-12-06
W. Burghausen,2019-12-06
W. Burghausen,2020-06-30
AKA Klafu U18,2023-06-30
A. Klagenfurt,2022-06-30
A. Klagenfurt,2021-06-30
FC Kufstein,2020-08-29
W. Burghausen,2019-11-08
TSV 1860 U19,2017-11-10
1860 München II,2017-12-31
TSV 1860 U17,2016-12-31
TSV 1860 U19,2014-11-16
1860 München II,2012-12-19
1860 Munich,2017-12-31
1860 Munich,2012-06-30
1860 Rosenheim,2010-09-27
Nürnberg U17,2010-04-07
TSV 1860 U17,2007-06-30
W. Burghausen,2018-06-30
Burghausen U19,2018-06-30
W. Burghausen,2017-06-30
FC Liefering,2022-06-30
W. Burghausen,2018-04-14
Kirchanschöring,2017-04-02
Kirchanschöring,2016-12-31
W. Burghausen,2017-04-02
Burghausen II,2014-06-30
Kirchanschöring,2024-06-30
W. Burghausen,2014-11-11
TSV Buchbach,2014-06-30
Burghausen II,2013-06-30
Wolfsburg YL,2022-01-31
Wolfsburg U19,2022-01-31
VfL Wolfsburg,2020-06-30
Wehen Wiesbaden,2017-07-22
W. Burghausen,2013-09-12
Burghausen II,2013-09-29
DFB-Stützpunkt,2016-06-30
Rosenheim Yth.,2012-06-30
1860 Rosenheim,2010-09-30
Würzb. Kickers,2021-06-30
Würzb. Kickers,2023-06-30
Würzb. Ki. Yth.,2020-06-30
SV Hohenlinden,2019-07-15
AKA Salzb. U16,2016-06-30
Rosenheim II,2014-06-30
Regensburg Yth.,2013-12-31
Jahn Regensburg,2012-09-12
Carl Zeiss Jena,2012-06-30
A. Bielefeld II,2011-06-30
Arm. Bielefeld,2011-02-10
VfB Stuttgart,2010-06-30
W. Burghausen,2009-04-14
Hannover 96,2003-06-30
TSV Ampfing,2016-06-30
SB Rosenheim,2014-11-04
SpVgg Weiden,2010-12-01
Jahn Regensburg,2008-06-20
Rapid Vienna,2003-06-30
ASV Neumarkt,2001-05-20
W. Burghausen,2008-03-31
VfB Hüls,2007-02-11
Erkenschwick,2006-01-24
Werner SC,2005-06-30
SV Bad Füssing,2013-06-30
Burghausen U19,2006-12-31
1.FC Passau,1999-03-15
FC Bayern U19,2012-06-30
FC Bayern II,2001-06-30
W. Burghausen,2000-06-30
SC Pfullendorf,1992-06-30
W. Burghausen,1992-06-30
W. Burghausen,1991-06-30
W. Burghausen,1992-03-07
W. Burghausen,1989-06-30
W. Burghausen,1985-06-30
W. Burghausen,1985-04-08
W. Burghausen,1981-06-30
VfB Lübeck,2024-06-30
VfB Lübeck,2021-06-30
FC Hennef U19,2020-06-30
Hohenlind U19,2019-06-30
Hohenlind Jgd.,2018-06-30
FC Hennef U19,2017-06-30
Admira Wacker,2023-04-26
SV Horn,2022-09-20
FC Admira II,2016-06-30
St. Margarethen,2013-06-30
AKA Admira U18,2012-06-30
VfB Lübeck Yth.,2011-06-30
VfB Lübeck,2019-03-08
VfB Lübeck,2018-06-30
VfB Lübeck,2016-06-30
Hansa Rostock,2016-03-31
Stockelsdorf,2016-04-05
VfB Lübeck U19,2015-06-30
Strand 08,2009-06-30
Ratzeburger SV,2024-06-30
SV Eichede,2022-06-30
SV Eichede,2019-04-29
Phönix Lübeck,2018-10-24
VfB Lübeck,2016-04-06
VfB Lübeck II,2012-12-12
VfB Lübeck,2011-12-31
VfB Lübeck,2011-12-11
VfB Lübeck II,2011-11-06
Möllner SV,2009-06-30
Admira Wacker,2021-06-30
Greuther Fürth,2017-11-21
Greuther Fürth,2016-01-02
Fenerbahce,2014-11-30
SF Lotte,2014-01-03
VfB Lübeck,2012-12-13
RW Essen II,2011-12-11
Braunschw. U19,2011-02-01
Braunschw. U19,2010-06-30
Braunschweig II,2010-06-30
VfB Lübeck,2007-11-05
VfB Lübeck,2007-10-24
SSV Reutlingen,2006-06-30
Holst. Kiel U19,2011-04-13
Holst. Kiel U17,2010-06-30
VfB Lübeck II,2009-06-30
VfB Lübeck,2007-03-04
VfB Lübeck II,2007-02-27
Hamburger SV II,2003-06-30
Eichholzer SV,2002-06-30
GZ FC U19,2019-10-31
GZ Evergrande,2019-10-31
Hallescher FC,2017-07-17
Hallescher FC,2016-04-13
Dynamo Dresden,2015-02-16
VfB Lübeck,2006-05-24
H. Rostock II,2004-06-30
Hamburger SV II,2002-12-28
Hamburger SV II,2001-10-14
Hamburg U19,1999-11-08
VfL Maschen,2010-06-30
VfB Lübeck,1996-10-29
VfB Lübeck,1991-10-02
Strand 08,1997-06-30
TuS Hoisdorf,1995-06-30
TuS Hoisdorf,1992-11-09
VfB Lübeck,1991-10-22
Hamburger SV,2017-02-14
Hamm United,2011-06-30
Wedeler TSV,2010-06-30
VfL 93 Hamburg,2008-06-30
Al-Shaab,2006-06-30
FC St. Georg-H.,2005-06-30
SC Victoria,2003-06-30
SC Norderstedt,2002-06-30
TuS Hoisdorf,2001-06-30
Phönix Lübeck,1996-06-30
SC Wentorf,1993-06-30
Eutin 08,1991-06-30
VfB Lübeck,1989-06-30
VfB Lübeck,1986-06-30
VfB Lübeck,1984-06-30
VfB Lübeck,1982-11-10
VfB Lübeck,1981-06-30
VfB Lübeck,1981-02-13
VfB Lübeck,1974-06-30
Phönix Lübeck,1973-10-27
VfB Lübeck,1974-01-03
VfB Lübeck,1964-01-20
Altona 93,1960-01-31
VfB Lübeck,1960-06-30
VfB Lübeck,1958-06-30
Harburger TB,1955-06-30
VfB Lübeck,1954-06-30
Friedrichsort,1956-06-30
VfB Lübeck,1952-06-30
VfB Lübeck,1950-01-31
VfB Lübeck,1949-06-30
SC Concordia,1948-06-30
VfB Lübeck,1950-01-16
Altona 93,1949-11-30
Altona 93,1950-06-30
VfB Lübeck,1949-11-30
Erzgebirge Aue,2022-12-07
Erzgebirge Aue,2021-10-31
Erzgebirge Aue,2019-06-30
Erzgeb. Aue U19,2018-06-30
1.FC Magdeburg,2012-06-30
1.FC Magdeburg,2012-05-03
Magdeburg II,2011-06-30
1.FC Magdeburg,2010-06-30
1.FC Magdeburg,2014-12-31
Erzgebirge Aue,2022-09-20
SpVgg Bayreuth,2022-06-30
Gr. Fürth II,2018-06-30
FC Amberg,2016-06-30
FC Amberg,2015-06-30
Erzgebirge Aue,2022-02-23
Erzgebirge Aue,2021-10-07
Erzgebirge Aue,2021-06-30
Erzgebirge Aue,2019-08-25
Erzgebirge Aue,2021-09-20
Erzgeb. Aue U19,2019-07-03
D. Dresden Yth.,2017-06-30
Aris Limassol,2026-05-31
Erzgebirge Aue,2021-09-19
Kairat Almaty,2021-06-07
Dynamo Brest,2018-08-11
RB Leipzig Yth.,2018-06-28
SG Sonnenh. Jgd,2010-06-30
Hallescher FC,2023-01-31
Berliner AK,2021-12-27
Erzgebirge Aue,2019-08-07
U. Fürstenwalde,2019-06-30
U. Berlin U17,2016-12-31
U. Berlin Yth.,2018-06-30
U. Berlin U19,2016-06-30
Augsburg Yth.,2014-06-30
Augsburg Yth.,2013-06-30
Hertha BSC U17,2010-06-30
Hertha BSC U16,2009-06-30
1.FC Köln Yth.,2008-06-30
FC Strausberg,2006-06-30
Hamburger SV II,2020-07-31
Erzgebirge Aue,2018-06-30
Holst. Kiel U19,2017-09-06
Holst. Kiel U17,2016-06-30
Holst. Kiel U19,2011-12-31
TuS Nortorf,2011-06-30
TuS Nortorf U19,2010-06-30
TuS Nortorf U17,2009-06-30
FSV Zwickau,2023-02-19
FSV Zwickau,2023-06-11
Erzgebirge Aue,2019-03-06
Erzgebirge Aue,2017-09-07
Erzgebirge Aue,2017-03-07
Erzgebirge Aue,2017-02-27
Erzgeb. Aue II,2015-06-30
Erzgeb. Aue U19,2013-04-26
Erzgebirge Aue,2012-06-30
Erzgeb. Aue II,2010-02-28
Erzgeb. Aue U19,2008-06-30
Erzgebirge Aue,2008-01-07
Erzgebirge Aue,1999-06-30
FC Prishtina,2017-03-29
FC Prishtina,2016-09-19
Carl Zeiss Jena,2016-02-29
Carl Zeiss Jena,2016-06-01
Carl Zeiss Jena,2016-06-30
Viktoria Berlin,2014-04-03
Spfr. Siegen,2013-06-30
Spfr. Siegen,2009-10-28
Carl Zeiss Jena,2008-06-30
Carl Zeiss Jena,2007-12-21
Hallescher FC,2007-01-27
Hallescher FC,2005-06-30
Erzgebirge Aue,1998-06-30
FC Wismut Aue,1995-06-30
BSG Fortschritt ,1989-06-30
Mülsen,2017-06-30
FC Wismut Aue,1992-03-31
SC Paderborn,2008-06-30
Bor. M'gladbach,2005-12-31
DSV Leoben,1995-09-05
FC Wismut Aue,1992-03-21
B. Neunkirchen,1988-06-30
BSG Wismut Aue,1990-11-27
BSG Wismut Aue,1989-12-31
BSG Wismut Aue,1988-06-30
BSG Wismut Aue,1988-04-22
SV Westerhausen,2024-06-30
SV Waren 09,2012-06-30
KF Vllaznia,2006-12-31
1.FC Magdeburg,2006-06-30
TSG Neustrelitz,2005-11-04
Lok Stendal,1998-11-26
TSG Neustrelitz,1997-12-09
Post NB,1994-06-30
BSG Wismut Aue,1989-11-27
BSG Stahl Thale,1988-06-30
VFC Plauen,1993-06-30
BSG Wismut Aue,1988-04-16
Wismut Gera,1984-06-30
BSG Chemie,1981-06-30
Sachsenring,1978-06-30
FSV Zwickau II,1972-06-30
Bornaer SV,1992-03-09
BSG Wismut Aue,1990-10-31
BSG Wismut Aue,1985-12-31
BSG Wismut Aue,1985-10-13
FC 1910 Lößnitz,1980-06-30
Dresdner SC,2008-09-28
Bischofswerda,1990-06-30
BSG Wismut Aue,1985-10-12
Hessen Kassel,2004-10-05
Rot-Weiß Erfurt,2001-08-14
VFC Plauen,2000-04-25
VfB Leipzig,1999-03-29
Grazer AK,1996-06-30
FC 08 Homburg,1992-12-09
Hessen Kassel,1992-06-30
VfB Leipzig,1990-02-25
BSG Wismut Aue,1985-06-30
CZ Jena U19,1981-06-30
Chemie Halle,1971-12-31
Chemnitzer SV,1994-06-30
Chemie Leipzig,1987-06-30
BSG Wismut Aue,1981-06-30
Erzgeb. Aue II,1977-06-30
Dynamo Dresden,1968-03-16
BSG Stahl,1971-06-30
Sachsenring,1969-06-30
Dynamo Dresden,1968-03-31
Wismut K.-M.-St.,1962-03-31
Wismut Gera,1954-06-30
Motor Zwickau,1964-06-30
BSG Wismut Aue,1955-07-31
Jahn Regensburg,2023-05-09
Regensburg U19,2017-06-30
Regensburg Yth.,2019-06-30
Regensburg II,2016-06-30
BJ Guoan Res.,2018-12-31
FSV Zwickau U19,2017-01-31
FSV Zwickau,2017-01-31
RW Erfurt U19,2016-06-30
Rot-Weiß Erfurt,2016-06-30
Jahn Regensburg,2014-11-17
Jahn Regensburg,2015-06-30
D. Dresden U17,2013-11-03
D. Dresden U17,2013-06-30
FSV Frankf. U17,2012-06-30
FSV Frankfurt,2011-06-30
FSV Frankf. U19,2011-06-30
SK W'hoek,2010-05-31
Jahn Regensburg,2017-07-09
Regensburg II,2010-06-30
Wieczysta,2022-08-29
NKP Podhale,2021-06-30
Gornik Leczna,2019-04-02
Widzew Lodz,2018-06-12
Gornik Leczna,2017-07-04
Wisla Kraków,2015-03-09
Jahn Regensburg,2013-06-10
Zaglebie Lubin,2009-12-18
Lech Poznan,2009-06-05
Zaglebie Lubin,2006-05-17
Odra Wodzislaw,2005-06-19
Omonia Nikosia,2004-09-27
Widzew Lodz,2004-06-20
Widzew Lodz,2003-07-09
Piotrcovia Piotrków Trybunalski,2003-03-18
Widzew Lodz,2002-12-05
Wisla Kraków,2002-03-15
Legia Warszawa,2001-03-08
Wisla Kraków,1999-09-13
Widzew Lodz,1998-06-11
Stal Mielec,1995-04-30
FV Wendelstein,1992-11-30
Konyaspor,1992-04-12
Konyaspor,1991-06-30
Altay SK,1989-12-05
1.FC H'aurach,1988-11-30
Süd Nürnberg,1987-11-29
ASV Forth,1986-11-30
VfB 07 Coburg,1983-11-30
1.FC K'lautern,2013-08-29
Sturm Graz,2012-05-31
Jahn Regensburg,2008-11-24
FC Amberg,2008-06-30
FC Amberg,2007-06-30
Hannover 96,2006-09-12
1.FC Schnaittach,2006-01-02
Cracovia,2012-03-05
Arka Gdynia,2011-03-23
SC Paderborn,2008-04-07
Jahn Regensburg,2006-04-09
Jahn Regensburg,2005-09-20
TSG Weinheim,2004-06-30
W. Mannheim II,2003-06-30
1860 Munich,2022-06-30
SpVg Hainsacker,2019-11-08
FC Amberg,2017-01-04
SV Burgweinting,2016-06-30
Freier TuS,2010-08-28
Jahn Regensburg,2007-06-30
Jahn Regensburg,2004-06-30
Jahn Regensburg,2003-12-31
Regensburg II,2003-11-18
Freier TuS,1997-06-30
Jahn Regensburg,1996-06-30
Jahn Regensburg,1996-04-23
Jahn Regensburg,1995-09-26
SpVgg Hankofen,2017-06-30
SpVgg Hankofen,2018-03-12
SpVgg Landshut,2000-06-30
Jahn Regensburg,2013-02-12
Braunau,1997-06-30
Jahn Regensburg,1995-09-05
SpVgg Weiden,1992-12-31
FC Amberg,1991-06-30
DJK Vilzing,2024-06-30
TSV Bogen,2016-09-17
DJK Vilzing,2015-06-30
SpVgg Hankofen,2011-06-30
Ruhmannsfelden,2008-06-30
SpVgg Landshut,1999-10-31
Jahn Regensburg,1995-06-30
Westfalia Herne,2011-03-07
VfB Hüls,2010-04-02
SW Essen,2006-06-30
Schalke 04 II,2002-06-30
Jahn Regensburg,1993-09-02
Jahn Regensburg,1992-09-30
Jahn Regensburg,1990-11-06
Jahn Regensburg,1992-09-24
DJK Vilzing,2021-06-30
VfB Bach,2020-06-30
SV Donaustauf,2019-08-07
TSV Kareth,2017-11-20
SpVgg Weiden,1992-10-13
Jahn Regensburg,1990-10-29
FC Vaduz,1990-06-30
Holstein Kiel,1981-04-28
MTV Ingolstadt,1979-10-24
Jahn Regensburg,1977-06-30
Jahn Regensburg,1961-06-30
Jahn Regensburg,1960-11-07
Grazer AK,1971-06-30
Start,1970-06-30
Grazer AK,1965-06-30
PAOK Salonika,1963-06-30
Jahn Regensburg,1961-01-29
Åtvidabergs FF,1957-06-30
FC Locarno,1954-06-30
Lunds BK,1952-06-30
Floridsdorfer AC,1949-06-30
Jahn Regensburg,1960-06-30
Jahn Regensburg,1957-06-30
Rapid Vienna,1954-06-30
Hamborn 07,1952-12-31
Rheydter SV,1952-06-30
SW Essen,1951-06-30
SW Essen,1941-06-30
FC Luzern,1938-06-30
FC Biel-Bienne,1937-06-30
OFK Beograd,1936-06-30
Ripensia,1934-06-30
Bari,1930-06-30
1. BAC,1929-07-01
PAS Giannina,2021-06-30
VfR Aalen,2019-02-10
RW Essen,2018-04-07
FC Ingolstadt,2016-11-12
Karlsruhe U19,2012-03-27
Karlsruher SC,2009-09-02
Karlsruhe II,2010-06-30
Karlsruhe Yth.,2009-06-30
Karlsruhe U19,2008-06-30
RW Essen,2017-10-14
RW Essen,2023-06-30
RW Essen U19,2017-04-12
Duisburg U19,2016-03-08
Duisburg U17,2011-06-30
Holstein Kiel,2023-06-30
Frechen 20,2021-06-30
RW Essen,2017-10-01
Wehen Wiesbaden,2016-03-07
M'gladbach II,2015-06-30
M'gladbach U19,2010-06-30
RW Essen U19,2008-06-30
Union Solingen,2006-01-12
FVM,2018-08-31
RW Essen,2016-01-31
RW Essen,2015-06-30
SC Wiedenbrück,2012-11-19
MSV Duisburg II,2011-06-30
RW Essen U17,2008-06-30
Rot-Weiss Essen ,2006-06-30
SW Essen,2022-06-30
SW Essen,2021-03-03
RW Essen,2019-05-19
RW Essen,2016-06-30
RW Essen,2015-04-18
RW Essen U19,2016-06-30
RW Essen U17,2014-03-25
RW Essen U19,2012-06-30
FC Kray,2009-12-31
Rot-Weiss Essen ,2009-10-27
RW Essen U17,2009-06-30
Rot-Weiss Essen ,2008-06-30
FC Kray,2007-10-09
TuS Helene Essen,2006-06-30
RW Essen,2025-06-30
RW Essen,2022-06-26
RW Essen,2018-05-10
Bor. Dortmund,2016-07-31
RW Essen,2014-03-17
RW Essen II,2010-06-30
RW Essen,2009-02-19
VfB Hilden,2018-06-30
Ratingen 04/19,2016-06-30
VfB Hilden,2013-06-30
RW Essen,2009-04-01
RW Essen II,2008-03-23
Rot-Weiss Essen ,2005-06-30
VfL Bochum Yth.,2002-06-30
RW Oberhausen,2017-02-24
RW Oberhausen,2011-06-30
Oberhausen II,2011-06-30
SW Essen,2008-06-30
RW Essen,2005-12-31
RW Essen,2003-08-31
RW Essen,2005-05-20
SW Essen,1998-06-30
RW Essen,2019-06-30
Velbert 02,2014-04-24
SC Velbert,2013-03-06
1.FC Wülfrath,2012-06-30
Velbert 02,2006-11-20
VfB Speldorf,2004-01-05
RW Essen II,2002-06-30
RW Essen,2001-06-30
RW Essen II,2001-03-22
HSC Yth.,2008-02-20
HSC Leu 06,2007-06-30
TuS Koblenz,2012-09-11
Wuppertaler SV,2011-06-30
RW Essen,1999-11-07
SF Eisbachtal,1999-06-30
FSV Frankfurt,1995-10-26
1.FC Kleve,2002-06-30
RW Essen,1999-04-02
Erkenschwick,1997-03-22
Wuppertaler SV,1994-05-17
Erkenschwick,1991-06-30
Wuppertaler SV,1990-05-28
BV 08 Lütt.,1988-06-30
Erkenschwick,1987-06-30
RW Essen,1986-06-30
SW Essen,1978-06-30
Olympia Bocholt,1977-06-30
RW Essen,1998-06-30
Wuppertaler SV,1999-06-30
RW Essen,1997-03-30
RW Essen,1995-06-30
E. Frankfurt,2025-06-30
Wegberg-Beeck,2001-12-21
Wuppertaler SV,1998-06-30
Rot-Weiß Erfurt,1997-07-15
RW Essen,1997-03-10
Aschaffenburg,1995-06-30
RW Essen,1984-02-18
Viktoria Goch,1982-12-31
Erkenschwick,1981-06-30
RW Essen,1978-06-30
Bay. Uerdingen,1977-08-28
SC Kleve 63,1970-06-30
RW Essen,1971-11-15
Lüttringhausen,1983-09-30
RW Essen,1963-06-30
Duisburger SpV,1961-01-30
Pr. Münster,1958-06-30
Phönix 03,1956-06-30
VfR Kirn,1954-06-30
Sparta Nordhorn,1952-06-30
Rheydter SV,1958-06-30
RW Essen,1954-06-30
TSG Vohwinkel,1949-06-30
1.FC Nuremberg,2020-06-30
FSV Mainz 05 II,2018-06-30
BSV Rehden,2016-06-30
Rot-Weiß Erfurt,2022-06-30
Al-Seeb,2020-06-30
KM Z.H. Shipman,2019-03-30
ZJ Huasa,2017-11-01
Al-Arabi,2016-06-01
Ittihad Kalba,2013-07-24
Al-Orooba,2013-05-31
Salalah SC,2012-06-01
Al-Hazem,2011-12-22
Al-Wakrah SC,2009-05-01
Canadian Lions,2007-12-31
Metro Lions,2004-12-31
Western Ontario,2002-12-31
VfR Pforzheim,1996-06-30
G. Halberstadt,2024-06-30
G. Halberstadt,2022-06-30
Rot-Weiß Erfurt,2022-01-31
Rot-Weiß Erfurt,2020-08-03
RW Erfurt U17,2020-06-30
RW Erfurt Yth.,2019-12-31
FSV Martinroda,2022-06-30
Rot-Weiß Erfurt,2020-09-01
Rot-Weiß Erfurt,2020-01-29
RW Erfurt U19,2020-06-30
A. Kloster. U19,2018-04-24
RW Essen U19,2017-01-18
RW Essen U17,2012-06-30
Rot-Weiss Essen ,2009-12-31
VfL Repelen,2009-06-30
Rot-Weiß Erfurt,2018-07-15
Rot-Weiß Erfurt,2015-12-31
RW Erfurt II,2015-03-23
Rot-Weiß Erfurt,2015-01-26
Rot-Weiß Erfurt,2014-06-30
RW Erfurt U19,2014-12-31
RW Erfurt U17,2013-06-30
RW Erfurt U19,2012-06-30
FC Wacker,2012-10-10
DSV Leoben,2008-05-30
SK St. Andrä,2006-05-09
AKA Kärnten U19,2005-06-30
Rot-Weiß Erfurt,2020-06-30
G. Halberstadt,2015-10-06
Rot-Weiß Erfurt,2013-01-01
Rot-Weiß Erfurt,2012-10-10
Rot-Weiß Erfurt,2009-06-30
RW Erfurt U19,2009-04-27
FSV Martinroda,2021-06-30
Carl Zeiss Jena,2020-03-10
U. Mühlhausen,2014-06-30
Rot-Weiß Erfurt,2008-02-19
RW Erfurt U19,2005-06-30
Zlate Moravce,2022-10-04
Ruch Chorzow,2019-06-30
Podbeskidzie,2017-10-05
Pogon Szczecin,2015-04-08
Ruch Chorzow,2014-10-06
JS Sainty,2011-05-05
Spfr. Siegen,2006-02-04
E. Frankfurt,2004-06-30
Drnovice,1998-06-30
Banska Bystrica,1997-04-29
Hallescher FC,2006-11-06
Rot-Weiß Erfurt,2005-02-20
VFC Plauen,2003-05-19
E. Frankfurt II,2000-04-12
FSV Zwickau,2004-12-14
Rot-Weiß Erfurt,2002-10-10
VfB Pößneck,2023-06-30
VfB Pößneck,2022-06-30
Tampines Rovers,2018-10-09
GW Stadtroda,2017-01-29
Young Lions,2016-01-13
Markranstädt,2013-06-01
Ein. Rudolstadt,2011-06-30
Carl Zeiss Jena,2010-10-06
Bor. M'gladbach,2010-06-30
Bor. M'gladbach,2009-06-30
VfB Pößneck,2004-09-20
Sachsen Leipzig,2004-05-11
Sachsen Leipzig,2003-09-15
Bursaspor,2000-12-15
Rot-Weiß Erfurt,2000-04-26
VfB Pößneck,1997-06-30
Rot-Weiß Erfurt,1997-06-30
Rot-Weiß Erfurt,2019-06-30
Rot-Weiß Erfurt,1995-03-06
1.FC Magdeburg,2020-02-21
Bad Langensalza,2010-07-27
SC 1903 Weimar,2005-04-13
FC Berlin,1999-12-05
Rot-Weiß Erfurt,1995-08-11
BSG Motor Nordh.,1989-12-31
Rot-Weiß Erfurt,1992-06-30
Rot-Weiß Erfurt,1991-09-11
Carl Zeiss Jena,2015-06-30
Carl Zeiss Jena,2014-08-25
Carl Zeiss Jena,2014-06-30
CZ Jena II,2014-04-14
Carl Zeiss Jena,2011-11-07
CZ Jena II,2011-10-30
1.FC Nuremberg,2010-06-30
VfB Pößneck,2005-12-06
VfB Pößneck,2004-09-01
Carl Zeiss Jena,1999-10-01
Rot-Weiß Erfurt,1991-08-29
Carl Zeiss Jena,1989-06-30
Rot-Weiß Erfurt,1988-06-30
Rot-Weiß Erfurt,1982-04-09
VfB Leipzig,1978-06-30
VfB Leipzig,1971-06-30
GDR U23,1976-06-30
SC Leipzig U19,1961-06-30
BSG Sömmerda,1989-04-01
Rot-Weiß Erfurt,1984-06-30
Rot-Weiß Erfurt,1982-04-01
RW Erfurt II,1980-06-30
Sachsenring,1979-03-23
Rot-Weiß Erfurt,1978-06-30
Rot-Weiß Erfurt,1971-06-30
Rot-Weiß Erfurt,1970-06-30
Turbine Erfurt,1956-12-31
Hessen Kassel,1958-06-30
BSG Fortuna-KWU ,1955-06-30
Mechanik Jena,1951-03-31
BSG Fortuna-KWU ,1950-06-30
BSG Rotation B.,1955-06-30
BSG Fortuna-KWU ,1951-03-31
Dynamo Dresden,2015-06-30
Spfr. Siegen,2010-04-12
Spfr. Siegen,2010-03-28
Spfr. Siegen,2009-06-02
Spfr. Siegen,2008-12-31
Spfr. Siegen,2008-07-03
Spfr. Siegen,2008-05-16
Spfr. Siegen,2008-04-30
U. Fürstenwalde,2021-06-30
BFC Dynamo,2019-05-31
SF Lotte,2018-08-24
U. Fürstenwalde,2018-06-30
U. Fürstenwalde,2016-06-30
Dynamo Dresden,2009-10-04
Dyn. Dresden II,2009-10-09
Helmond O18,2023-06-30
Achilles '29,2021-10-04
Dongen,2019-06-30
JVC Cuijk,2018-06-30
FC Den Bosch,2015-02-03
Lierse SK,2013-06-30
Lierse SK,2012-11-11
1.FC Magdeburg,2011-03-17
